품목명,기업명,기준일,수출금액,단가
전기전자_MLCC,아모텍,2017-12-01,48,48.0
전기전자_MLCC,아모텍,2018-01-01,2155,70.655738
전기전자_MLCC,아모텍,2018-02-01,1289,128.9
전기전자_MLCC,아모텍,2018-03-01,1830,49.553209
전기전자_MLCC,아모텍,2018-04-01,16384,110.702703
전기전자_MLCC,아모텍,2018-05-01,10433,78.149813
전기전자_MLCC,아모텍,2018-06-01,32541,111.179063
전기전자_MLCC,아모텍,2018-07-01,94002,220.11427
전기전자_MLCC,아모텍,2018-08-01,117604,138.908378
전기전자_MLCC,아모텍,2018-09-01,323744,121.711931
전기전자_MLCC,아모텍,2018-10-01,21476,7.607618
전기전자_MLCC,아모텍,2018-11-01,9005,5.206918
전기전자_MLCC,아모텍,2018-12-01,9838,10.973909
전기전자_MLCC,아모텍,2019-01-01,100003,186.010565
전기전자_MLCC,아모텍,2019-02-01,1065,145.095368
전기전자_MLCC,아모텍,2019-03-01,89,98.888889
전기전자_MLCC,아모텍,2019-04-01,119446,2285.610409
전기전자_MLCC,아모텍,2019-05-01,26935,134.63461
전기전자_MLCC,아모텍,2019-06-01,48093,85.316658
전기전자_MLCC,아모텍,2019-07-01,384720,167.694635
전기전자_MLCC,아모텍,2019-08-01,84768,105.889848
전기전자_MLCC,아모텍,2019-09-01,245247,253.372661
전기전자_MLCC,아모텍,2019-10-01,238427,134.31145
전기전자_MLCC,아모텍,2019-11-01,137364,313.702384
전기전자_MLCC,아모텍,2019-12-01,50589,92.703084
전기전자_MLCC,아모텍,2020-01-01,932,72.698908
전기전자_MLCC,아모텍,2020-02-01,87172,95.664102
전기전자_MLCC,아모텍,2020-03-01,120459,113.095361
전기전자_MLCC,아모텍,2020-04-01,142268,46.361453
전기전자_MLCC,아모텍,2020-05-01,60420,33.94382
전기전자_MLCC,아모텍,2020-06-01,28667,565.312562
전기전자_MLCC,아모텍,2020-07-01,422915,180.739085
전기전자_MLCC,아모텍,2020-08-01,363884,87.743149
전기전자_MLCC,아모텍,2020-09-01,1231696,129.548708
전기전자_MLCC,아모텍,2020-10-01,366821,222.220136
전기전자_MLCC,아모텍,2020-11-01,1487905,131.991775
전기전자_MLCC,아모텍,2020-12-01,480738,128.236468
전기전자_MLCC,아모텍,2021-01-01,287822,107.188291
전기전자_MLCC,아모텍,2021-02-01,204894,98.111455
전기전자_MLCC,아모텍,2021-03-01,246195,90.297747
전기전자_MLCC,아모텍,2021-04-01,209476,56.072145
전기전자_MLCC,아모텍,2021-05-01,284583,132.88522
전기전자_MLCC,아모텍,2021-06-01,239692,121.002787
전기전자_MLCC,아모텍,2021-07-01,176843,141.567268
전기전자_MLCC,아모텍,2021-08-01,164536,88.693871
전기전자_MLCC,아모텍,2021-09-01,139752,214.784988
전기전자_MLCC,아모텍,2021-10-01,340436,157.423412
전기전자_MLCC,아모텍,2021-11-01,204968,195.220634
전기전자_MLCC,아모텍,2021-12-01,328371,204.997409
전기전자_MLCC,아모텍,2022-01-01,636374,433.420511
전기전자_MLCC,아모텍,2022-02-01,451061,345.966697
전기전자_MLCC,아모텍,2022-03-01,249400,189.545365
전기전자_MLCC,아모텍,2022-04-01,210650,140.394023
전기전자_MLCC,아모텍,2022-05-01,283892,235.735875
전기전자_MLCC,아모텍,2022-06-01,86022,636.822624
전기전자_MLCC,아모텍,2022-07-01,138196,172.809804
전기전자_MLCC,아모텍,2022-08-01,200950,302.439685
전기전자_MLCC,아모텍,2022-09-01,255625,190.297702
전기전자_MLCC,아모텍,2022-10-01,768709,242.513313
전기전자_MLCC,아모텍,2022-11-01,471091,182.383458
전기전자_MLCC,아모텍,2022-12-01,1962206,912.276314
전기전자_MLCC,아모텍,2023-01-01,378595,212.35858
전기전자_MLCC,아모텍,2023-02-01,243359,145.23433
전기전자_MLCC,아모텍,2023-03-01,210707,242.654951
전기전자_MLCC,아모텍,2023-04-01,120481,285.601517
전기전자_MLCC,아모텍,2023-05-01,142054,156.860017
전기전자_MLCC,아모텍,2023-06-01,214583,204.877932
전기전자_MLCC,아모텍,2023-07-01,216635,118.583901
전기전자_MLCC,아모텍,2023-08-01,145579,92.432285
전기전자_MLCC,아모텍,2023-09-01,1504585,1061.098769
전기전자_MLCC,아모텍,2023-10-01,176768,179.321539
전기전자_MLCC,아모텍,2023-11-01,186031,219.130691
전기전자_MLCC,아모텍,2023-12-01,177454,184.388865
전기전자_MLCC,아모텍,2024-01-01,471514,223.574429
전기전자_MLCC,아모텍,2024-02-01,583430,220.002036
전기전자_MLCC,아모텍,2024-03-01,570541,139.946184
전기전자_MLCC,아모텍,2024-04-01,791570,196.805152
전기전자_MLCC,아모텍,2024-05-01,1153417,163.040273
전기전자_MLCC,아모텍,2024-06-01,1455028,193.080807
전기전자_MLCC,아모텍,2024-07-01,1284286,208.829708
전기전자_MLCC,아모텍,2024-08-01,763258,164.093865
전기전자_MLCC,아모텍,2024-09-01,548089,108.711149
전기전자_MLCC,아모텍,2024-10-01,793817,166.506973
전기전자_MLCC,아모텍,2024-11-01,937471,314.828459
전기전자_MLCC,아모텍,2024-12-01,1243423,208.755515
전기전자_MLCC,아모텍,2025-01-01,1388664,259.087322
전기전자_MLCC,아모텍,2025-02-01,1415533,249.38391
전기전자_MLCC,아모텍,2025-03-01,1969512,377.225271
전기전자_MLCC,아모텍,2025-04-01,1768232,263.304123
전기전자_MLCC,아모텍,2025-05-01,1823501,277.070966
전기전자_MLCC,아모텍,2025-06-01,933263,178.829524
전기전자_MLCC,아모텍,2025-07-01,1914673,227.53312
전기전자_MLCC,아모텍,2025-08-01,1923385,261.248553
전기전자_MLCC,아모텍,2025-09-01,1623844,248.796729
전기전자_MLCC,아모텍,2025-10-01,1600827,304.14834
전기전자_MLCC,아모텍,2025-11-01,1096261,223.206981
전기전자_MLCC,아모텍,2025-12-01,1231505,236.90898
전기전자_MLCC,아모텍,2026-01-01,1550147,272.60029
전기전자_MLCC,아모텍,2026-02-01,1012868,287.694283
전기전자_MLCC,아모텍,2026-03-01,1449304,286.556234
전기전자_MLCC,아모텍,2026-04-01,1525527,338.281326
전기전자_MLCC,아모텍,2026-05-01,2020736,403.534634
전기전자_MLCC,아모텍,2026-06-01,2754425,461.276504
전기전자_PCB 기판,"대덕전자, 코리아서키트, 티엘비 등",2017-01-01,60716708,132.247529
전기전자_PCB 기판,"대덕전자, 코리아서키트, 티엘비 등",2017-02-01,60595366,126.948736
전기전자_PCB 기판,"대덕전자, 코리아서키트, 티엘비 등",2017-03-01,68774942,146.051458
전기전자_PCB 기판,"대덕전자, 코리아서키트, 티엘비 등",2017-04-01,64107478,157.253524
전기전자_PCB 기판,"대덕전자, 코리아서키트, 티엘비 등",2017-05-01,71836825,162.922859
전기전자_PCB 기판,"대덕전자, 코리아서키트, 티엘비 등",2017-06-01,70351223,160.249117
전기전자_PCB 기판,"대덕전자, 코리아서키트, 티엘비 등",2017-07-01,68729884,165.637012
전기전자_PCB 기판,"대덕전자, 코리아서키트, 티엘비 등",2017-08-01,73472894,168.348737
전기전자_PCB 기판,"대덕전자, 코리아서키트, 티엘비 등",2017-09-01,85241107,170.871267
전기전자_PCB 기판,"대덕전자, 코리아서키트, 티엘비 등",2017-10-01,71355243,183.300054
전기전자_PCB 기판,"대덕전자, 코리아서키트, 티엘비 등",2017-11-01,74527442,192.374015
전기전자_PCB 기판,"대덕전자, 코리아서키트, 티엘비 등",2017-12-01,69502150,184.208752
전기전자_PCB 기판,"대덕전자, 코리아서키트, 티엘비 등",2018-01-01,80616966,199.059093
전기전자_PCB 기판,"대덕전자, 코리아서키트, 티엘비 등",2018-02-01,66254554,198.681392
전기전자_PCB 기판,"대덕전자, 코리아서키트, 티엘비 등",2018-03-01,72389489,206.986935
전기전자_PCB 기판,"대덕전자, 코리아서키트, 티엘비 등",2018-04-01,64180443,180.853982
전기전자_PCB 기판,"대덕전자, 코리아서키트, 티엘비 등",2018-05-01,63018293,178.581281
전기전자_PCB 기판,"대덕전자, 코리아서키트, 티엘비 등",2018-06-01,63118240,180.096376
전기전자_PCB 기판,"대덕전자, 코리아서키트, 티엘비 등",2018-07-01,63518011,178.691595
전기전자_PCB 기판,"대덕전자, 코리아서키트, 티엘비 등",2018-08-01,65415167,194.106383
전기전자_PCB 기판,"대덕전자, 코리아서키트, 티엘비 등",2018-09-01,71311058,209.930727
전기전자_PCB 기판,"대덕전자, 코리아서키트, 티엘비 등",2018-10-01,77064634,232.569542
전기전자_PCB 기판,"대덕전자, 코리아서키트, 티엘비 등",2018-11-01,69117631,227.789652
전기전자_PCB 기판,"대덕전자, 코리아서키트, 티엘비 등",2018-12-01,33204850,172.125264
전기전자_PCB 기판,"대덕전자, 코리아서키트, 티엘비 등",2019-01-01,57253151,197.91408
전기전자_PCB 기판,"대덕전자, 코리아서키트, 티엘비 등",2019-02-01,48002999,200.807375
전기전자_PCB 기판,"대덕전자, 코리아서키트, 티엘비 등",2019-03-01,55082828,190.644811
전기전자_PCB 기판,"대덕전자, 코리아서키트, 티엘비 등",2019-04-01,55036019,196.395009
전기전자_PCB 기판,"대덕전자, 코리아서키트, 티엘비 등",2019-05-01,50971841,198.605645
전기전자_PCB 기판,"대덕전자, 코리아서키트, 티엘비 등",2019-06-01,46973892,201.686244
전기전자_PCB 기판,"대덕전자, 코리아서키트, 티엘비 등",2019-07-01,51020398,213.708475
전기전자_PCB 기판,"대덕전자, 코리아서키트, 티엘비 등",2019-08-01,56239344,213.337319
전기전자_PCB 기판,"대덕전자, 코리아서키트, 티엘비 등",2019-09-01,52412139,206.299458
전기전자_PCB 기판,"대덕전자, 코리아서키트, 티엘비 등",2019-10-01,52474140,213.272918
전기전자_PCB 기판,"대덕전자, 코리아서키트, 티엘비 등",2019-11-01,45411082,231.364328
전기전자_PCB 기판,"대덕전자, 코리아서키트, 티엘비 등",2019-12-01,45527190,211.229129
전기전자_PCB 기판,"대덕전자, 코리아서키트, 티엘비 등",2020-01-01,56608878,242.215907
전기전자_PCB 기판,"대덕전자, 코리아서키트, 티엘비 등",2020-02-01,55391340,220.989109
전기전자_PCB 기판,"대덕전자, 코리아서키트, 티엘비 등",2020-03-01,61510621,201.71875
전기전자_PCB 기판,"대덕전자, 코리아서키트, 티엘비 등",2020-04-01,46063189,177.648619
전기전자_PCB 기판,"대덕전자, 코리아서키트, 티엘비 등",2020-05-01,65696990,304.609462
전기전자_PCB 기판,"대덕전자, 코리아서키트, 티엘비 등",2020-06-01,71052430,348.101169
전기전자_PCB 기판,"대덕전자, 코리아서키트, 티엘비 등",2020-07-01,88057375,303.327313
전기전자_PCB 기판,"대덕전자, 코리아서키트, 티엘비 등",2020-08-01,85983254,332.180266
전기전자_PCB 기판,"대덕전자, 코리아서키트, 티엘비 등",2020-09-01,92248630,332.28511
전기전자_PCB 기판,"대덕전자, 코리아서키트, 티엘비 등",2020-10-01,77659183,350.652002
전기전자_PCB 기판,"대덕전자, 코리아서키트, 티엘비 등",2020-11-01,72481022,349.616269
전기전자_PCB 기판,"대덕전자, 코리아서키트, 티엘비 등",2020-12-01,82991333,385.664089
전기전자_PCB 기판,"대덕전자, 코리아서키트, 티엘비 등",2021-01-01,82582772,364.408308
전기전자_PCB 기판,"대덕전자, 코리아서키트, 티엘비 등",2021-02-01,79796175,344.729396
전기전자_PCB 기판,"대덕전자, 코리아서키트, 티엘비 등",2021-03-01,92712191,313.010116
전기전자_PCB 기판,"대덕전자, 코리아서키트, 티엘비 등",2021-04-01,75884096,327.996415
전기전자_PCB 기판,"대덕전자, 코리아서키트, 티엘비 등",2021-05-01,71925621,323.582881
전기전자_PCB 기판,"대덕전자, 코리아서키트, 티엘비 등",2021-06-01,78441948,331.680923
전기전자_PCB 기판,"대덕전자, 코리아서키트, 티엘비 등",2021-07-01,85969532,381.575786
전기전자_PCB 기판,"대덕전자, 코리아서키트, 티엘비 등",2021-08-01,95764250,408.882719
전기전자_PCB 기판,"대덕전자, 코리아서키트, 티엘비 등",2021-09-01,93592934,405.557256
전기전자_PCB 기판,"대덕전자, 코리아서키트, 티엘비 등",2021-10-01,93826807,433.1173
전기전자_PCB 기판,"대덕전자, 코리아서키트, 티엘비 등",2021-11-01,88856650,417.480834
전기전자_PCB 기판,"대덕전자, 코리아서키트, 티엘비 등",2021-12-01,99512120,413.377493
전기전자_PCB 기판,"대덕전자, 코리아서키트, 티엘비 등",2022-01-01,90942828,426.910304
전기전자_PCB 기판,"대덕전자, 코리아서키트, 티엘비 등",2022-02-01,90279577,410.978593
전기전자_PCB 기판,"대덕전자, 코리아서키트, 티엘비 등",2022-03-01,100780972,394.687645
전기전자_PCB 기판,"대덕전자, 코리아서키트, 티엘비 등",2022-04-01,91509504,419.941275
전기전자_PCB 기판,"대덕전자, 코리아서키트, 티엘비 등",2022-05-01,90425006,419.170048
전기전자_PCB 기판,"대덕전자, 코리아서키트, 티엘비 등",2022-06-01,93829320,404.654714
전기전자_PCB 기판,"대덕전자, 코리아서키트, 티엘비 등",2022-07-01,99821935,444.83617
전기전자_PCB 기판,"대덕전자, 코리아서키트, 티엘비 등",2022-08-01,106606649,472.828951
전기전자_PCB 기판,"대덕전자, 코리아서키트, 티엘비 등",2022-09-01,85024305,436.671912
전기전자_PCB 기판,"대덕전자, 코리아서키트, 티엘비 등",2022-10-01,78767976,430.415209
전기전자_PCB 기판,"대덕전자, 코리아서키트, 티엘비 등",2022-11-01,76785926,419.501719
전기전자_PCB 기판,"대덕전자, 코리아서키트, 티엘비 등",2022-12-01,67103144,403.54072
전기전자_PCB 기판,"대덕전자, 코리아서키트, 티엘비 등",2023-01-01,65367451,392.991995
전기전자_PCB 기판,"대덕전자, 코리아서키트, 티엘비 등",2023-02-01,64096210,407.488065
전기전자_PCB 기판,"대덕전자, 코리아서키트, 티엘비 등",2023-03-01,64770829,372.540451
전기전자_PCB 기판,"대덕전자, 코리아서키트, 티엘비 등",2023-04-01,56889517,378.046816
전기전자_PCB 기판,"대덕전자, 코리아서키트, 티엘비 등",2023-05-01,59767609,356.450519
전기전자_PCB 기판,"대덕전자, 코리아서키트, 티엘비 등",2023-06-01,61458565,415.324669
전기전자_PCB 기판,"대덕전자, 코리아서키트, 티엘비 등",2023-07-01,65044909,403.413055
전기전자_PCB 기판,"대덕전자, 코리아서키트, 티엘비 등",2023-08-01,67751230,397.632711
전기전자_PCB 기판,"대덕전자, 코리아서키트, 티엘비 등",2023-09-01,71779415,400.548513
전기전자_PCB 기판,"대덕전자, 코리아서키트, 티엘비 등",2023-10-01,75110952,384.738448
전기전자_PCB 기판,"대덕전자, 코리아서키트, 티엘비 등",2023-11-01,71323834,367.656626
전기전자_PCB 기판,"대덕전자, 코리아서키트, 티엘비 등",2023-12-01,66592008,364.655415
전기전자_PCB 기판,"대덕전자, 코리아서키트, 티엘비 등",2024-01-01,67515596,348.742338
전기전자_PCB 기판,"대덕전자, 코리아서키트, 티엘비 등",2024-02-01,61866484,359.792656
전기전자_PCB 기판,"대덕전자, 코리아서키트, 티엘비 등",2024-03-01,69982386,379.112871
전기전자_PCB 기판,"대덕전자, 코리아서키트, 티엘비 등",2024-04-01,66007717,367.64751
전기전자_PCB 기판,"대덕전자, 코리아서키트, 티엘비 등",2024-05-01,69788492,385.466127
전기전자_PCB 기판,"대덕전자, 코리아서키트, 티엘비 등",2024-06-01,68703695,411.90446
전기전자_PCB 기판,"대덕전자, 코리아서키트, 티엘비 등",2024-07-01,73366743,424.520832
전기전자_PCB 기판,"대덕전자, 코리아서키트, 티엘비 등",2024-08-01,70587205,414.070514
전기전자_PCB 기판,"대덕전자, 코리아서키트, 티엘비 등",2024-09-01,69137451,387.298337
전기전자_PCB 기판,"대덕전자, 코리아서키트, 티엘비 등",2024-10-01,67103710,360.88905
전기전자_PCB 기판,"대덕전자, 코리아서키트, 티엘비 등",2024-11-01,63408105,382.363553
전기전자_PCB 기판,"대덕전자, 코리아서키트, 티엘비 등",2024-12-01,67138176,357.605214
전기전자_PCB 기판,"대덕전자, 코리아서키트, 티엘비 등",2025-01-01,67131436,374.052719
전기전자_PCB 기판,"대덕전자, 코리아서키트, 티엘비 등",2025-02-01,51751241,394.506535
전기전자_PCB 기판,"대덕전자, 코리아서키트, 티엘비 등",2025-03-01,95615238,545.857281
전기전자_PCB 기판,"대덕전자, 코리아서키트, 티엘비 등",2025-04-01,67658476,408.361151
전기전자_PCB 기판,"대덕전자, 코리아서키트, 티엘비 등",2025-05-01,72856777,415.832759
전기전자_PCB 기판,"대덕전자, 코리아서키트, 티엘비 등",2025-06-01,78655414,417.666762
전기전자_PCB 기판,"대덕전자, 코리아서키트, 티엘비 등",2025-07-01,81220073,434.492541
전기전자_PCB 기판,"대덕전자, 코리아서키트, 티엘비 등",2025-08-01,80976134,407.042043
전기전자_PCB 기판,"대덕전자, 코리아서키트, 티엘비 등",2025-09-01,80229157,417.150168
전기전자_PCB 기판,"대덕전자, 코리아서키트, 티엘비 등",2025-10-01,83059763,431.909785
전기전자_PCB 기판,"대덕전자, 코리아서키트, 티엘비 등",2025-11-01,85113631,420.722026
전기전자_PCB 기판,"대덕전자, 코리아서키트, 티엘비 등",2025-12-01,95922576,446.480895
전기전자_PCB 기판,"대덕전자, 코리아서키트, 티엘비 등",2026-01-01,91874401,437.671111
전기전자_PCB 기판,"대덕전자, 코리아서키트, 티엘비 등",2026-02-01,85067756,446.449385
전기전자_PCB 기판,"대덕전자, 코리아서키트, 티엘비 등",2026-03-01,90185387,449.221757
전기전자_PCB 기판,"대덕전자, 코리아서키트, 티엘비 등",2026-04-01,88154144,424.008111
전기전자_PCB 기판,"대덕전자, 코리아서키트, 티엘비 등",2026-05-01,87215996,492.044979
전기전자_PCB 기판,"대덕전자, 코리아서키트, 티엘비 등",2026-06-01,101314045,453.890146
전기전자_PCB 기판,삼성전기,2017-01-01,18253,138.029341
전기전자_PCB 기판,삼성전기,2017-02-01,12421,85.250515
전기전자_PCB 기판,삼성전기,2017-03-01,19972,83.147377
전기전자_PCB 기판,삼성전기,2017-04-01,8181,83.735926
전기전자_PCB 기판,삼성전기,2017-05-01,38372,43.868755
전기전자_PCB 기판,삼성전기,2017-06-01,35287,60.268147
전기전자_PCB 기판,삼성전기,2017-07-01,18277,85.247201
전기전자_PCB 기판,삼성전기,2017-08-01,81432,118.370788
전기전자_PCB 기판,삼성전기,2017-09-01,19749,85.308855
전기전자_PCB 기판,삼성전기,2017-10-01,15664,65.967572
전기전자_PCB 기판,삼성전기,2017-11-01,10476,89.066485
전기전자_PCB 기판,삼성전기,2017-12-01,11444,98.672185
전기전자_PCB 기판,삼성전기,2018-01-01,15824,47.947156
전기전자_PCB 기판,삼성전기,2018-02-01,24771,39.796607
전기전자_PCB 기판,삼성전기,2018-03-01,11472,90.903328
전기전자_PCB 기판,삼성전기,2018-04-01,16381,72.934105
전기전자_PCB 기판,삼성전기,2018-05-01,9902,80.048504
전기전자_PCB 기판,삼성전기,2018-06-01,6530,95.050946
전기전자_PCB 기판,삼성전기,2018-07-01,14416,133.729128
전기전자_PCB 기판,삼성전기,2018-08-01,211,51.589242
전기전자_PCB 기판,삼성전기,2018-09-01,9280,81.618294
전기전자_PCB 기판,삼성전기,2018-10-01,9038,91.570415
전기전자_PCB 기판,삼성전기,2018-11-01,592,29.6
전기전자_PCB 기판,삼성전기,2018-12-01,14145,118.865546
전기전자_PCB 기판,삼성전기,2019-01-01,108,21.6
전기전자_PCB 기판,삼성전기,2019-02-01,8964,84.806055
전기전자_PCB 기판,삼성전기,2019-03-01,11408,59.354839
전기전자_PCB 기판,삼성전기,2019-04-01,12561,101.216761
전기전자_PCB 기판,삼성전기,2019-05-01,8643,89.379524
전기전자_PCB 기판,삼성전기,2019-06-01,12175,79.212752
전기전자_PCB 기판,삼성전기,2019-07-01,12930,100.622568
전기전자_PCB 기판,삼성전기,2019-09-01,3149,45.114613
전기전자_PCB 기판,삼성전기,2019-10-01,5442,66.69935
전기전자_PCB 기판,삼성전기,2019-11-01,983,3276.666667
전기전자_PCB 기판,삼성전기,2019-12-01,11526,55.670402
전기전자_PCB 기판,삼성전기,2020-01-01,11448,94.067379
전기전자_PCB 기판,삼성전기,2020-02-01,11426,76.325985
전기전자_PCB 기판,삼성전기,2020-03-01,18149,77.526698
전기전자_PCB 기판,삼성전기,2020-04-01,60605,279.736903
전기전자_PCB 기판,삼성전기,2020-05-01,7560,21.717897
전기전자_PCB 기판,삼성전기,2020-06-01,141677,17.522355
전기전자_PCB 기판,삼성전기,2020-07-01,106109,22.668843
전기전자_PCB 기판,삼성전기,2020-08-01,71132,28.185824
전기전자_PCB 기판,삼성전기,2020-09-01,39314,37.334524
전기전자_PCB 기판,삼성전기,2020-10-01,112076,25.475871
전기전자_PCB 기판,삼성전기,2020-11-01,65297,44.024704
전기전자_PCB 기판,삼성전기,2020-12-01,217493,27.577746
전기전자_PCB 기판,삼성전기,2021-01-01,99021,23.142507
전기전자_PCB 기판,삼성전기,2021-02-01,134414,21.128463
전기전자_PCB 기판,삼성전기,2021-03-01,141004,25.890773
전기전자_PCB 기판,삼성전기,2021-04-01,296972,33.62055
전기전자_PCB 기판,삼성전기,2021-05-01,161717,26.656853
전기전자_PCB 기판,삼성전기,2021-06-01,132028,53.7337
전기전자_PCB 기판,삼성전기,2021-07-01,443106,42.531589
전기전자_PCB 기판,삼성전기,2021-08-01,149899,53.796076
전기전자_PCB 기판,삼성전기,2021-09-01,383750,41.570797
전기전자_PCB 기판,삼성전기,2021-10-01,449269,42.093699
전기전자_PCB 기판,삼성전기,2021-11-01,345662,52.737076
전기전자_PCB 기판,삼성전기,2021-12-01,405065,56.528007
전기전자_PCB 기판,삼성전기,2022-01-01,284320,51.471347
전기전자_PCB 기판,삼성전기,2022-02-01,659076,52.130788
전기전자_PCB 기판,삼성전기,2022-03-01,532971,104.222716
전기전자_PCB 기판,삼성전기,2022-04-01,400188,57.062925
전기전자_PCB 기판,삼성전기,2022-05-01,621447,59.887827
전기전자_PCB 기판,삼성전기,2022-06-01,413749,94.337029
전기전자_PCB 기판,삼성전기,2022-07-01,394828,60.620037
전기전자_PCB 기판,삼성전기,2022-08-01,182026,45.569044
전기전자_PCB 기판,삼성전기,2022-09-01,309508,44.270894
전기전자_PCB 기판,삼성전기,2022-10-01,88357,52.998512
전기전자_PCB 기판,삼성전기,2022-11-01,418652,43.843461
전기전자_PCB 기판,삼성전기,2022-12-01,360974,41.504288
전기전자_PCB 기판,삼성전기,2023-01-01,473598,45.070661
전기전자_PCB 기판,삼성전기,2023-02-01,201137,54.434765
전기전자_PCB 기판,삼성전기,2023-03-01,371890,49.264262
전기전자_PCB 기판,삼성전기,2023-04-01,533482,46.789607
전기전자_PCB 기판,삼성전기,2023-05-01,483939,46.260062
전기전자_PCB 기판,삼성전기,2023-06-01,386434,47.866333
전기전자_PCB 기판,삼성전기,2023-07-01,499163,48.702725
전기전자_PCB 기판,삼성전기,2023-08-01,640332,42.881739
전기전자_PCB 기판,삼성전기,2023-09-01,537530,68.452661
전기전자_PCB 기판,삼성전기,2023-10-01,352926,46.456459
전기전자_PCB 기판,삼성전기,2023-11-01,473283,44.891585
전기전자_PCB 기판,삼성전기,2023-12-01,418374,49.634481
전기전자_PCB 기판,삼성전기,2024-01-01,789150,73.559226
전기전자_PCB 기판,삼성전기,2024-02-01,323222,48.061536
전기전자_PCB 기판,삼성전기,2024-03-01,308763,66.823718
전기전자_PCB 기판,삼성전기,2024-04-01,389591,41.383951
전기전자_PCB 기판,삼성전기,2024-05-01,462871,46.966899
전기전자_PCB 기판,삼성전기,2024-06-01,531026,47.621422
전기전자_PCB 기판,삼성전기,2024-07-01,615954,95.712208
전기전자_PCB 기판,삼성전기,2024-08-01,404820,44.874744
전기전자_PCB 기판,삼성전기,2024-09-01,385769,41.870928
전기전자_PCB 기판,삼성전기,2024-10-01,315994,42.404431
전기전자_PCB 기판,삼성전기,2024-11-01,264257,38.088134
전기전자_PCB 기판,삼성전기,2024-12-01,550254,52.399304
전기전자_PCB 기판,삼성전기,2025-01-01,299480,40.409819
전기전자_PCB 기판,삼성전기,2025-02-01,433752,40.839131
전기전자_PCB 기판,삼성전기,2025-03-01,253738,51.664227
전기전자_PCB 기판,삼성전기,2025-04-01,390273,40.212441
전기전자_PCB 기판,삼성전기,2025-05-01,309620,48.301296
전기전자_PCB 기판,삼성전기,2025-06-01,296411,50.662831
전기전자_PCB 기판,삼성전기,2025-07-01,262885,41.984751
전기전자_PCB 기판,삼성전기,2025-08-01,327374,40.785984
전기전자_PCB 기판,삼성전기,2025-09-01,410564,44.059921
전기전자_PCB 기판,삼성전기,2025-10-01,120681,43.874587
전기전자_PCB 기판,삼성전기,2025-11-01,528353,43.118538
전기전자_PCB 기판,삼성전기,2025-12-01,270072,44.209234
전기전자_PCB 기판,삼성전기,2026-01-01,261865,44.975671
전기전자_PCB 기판,삼성전기,2026-02-01,354915,41.010202
전기전자_PCB 기판,삼성전기,2026-03-01,353323,44.579294
전기전자_PCB 기판,삼성전기,2026-04-01,240151,52.005951
전기전자_PCB 기판,삼성전기,2026-05-01,274249,40.985478
전기전자_PCB 기판,삼성전기,2026-06-01,236990,50.905599
전기전자_PCB 기판,심텍,2017-01-01,13584306,209.120007
전기전자_PCB 기판,심텍,2017-02-01,13284501,209.622467
전기전자_PCB 기판,심텍,2017-03-01,15529189,221.017499
전기전자_PCB 기판,심텍,2017-04-01,16131573,223.45282
전기전자_PCB 기판,심텍,2017-05-01,15760396,236.085654
전기전자_PCB 기판,심텍,2017-06-01,15311775,233.365456
전기전자_PCB 기판,심텍,2017-07-01,16100700,241.36679
전기전자_PCB 기판,심텍,2017-08-01,16520240,266.698007
전기전자_PCB 기판,심텍,2017-09-01,17230405,278.314706
전기전자_PCB 기판,심텍,2017-10-01,20409074,337.397619
전기전자_PCB 기판,심텍,2017-11-01,26077787,359.886414
전기전자_PCB 기판,심텍,2017-12-01,26444148,361.314975
전기전자_PCB 기판,심텍,2018-01-01,25472186,285.796483
전기전자_PCB 기판,심텍,2018-02-01,15446741,241.406325
전기전자_PCB 기판,심텍,2018-03-01,21458108,291.611635
전기전자_PCB 기판,심텍,2018-04-01,25392870,340.990679
전기전자_PCB 기판,심텍,2018-05-01,19297657,295.392707
전기전자_PCB 기판,심텍,2018-06-01,20087128,294.414946
전기전자_PCB 기판,심텍,2018-07-01,21184561,287.94791
전기전자_PCB 기판,심텍,2018-08-01,21962140,321.774322
전기전자_PCB 기판,심텍,2018-09-01,19910647,290.004492
전기전자_PCB 기판,심텍,2018-10-01,28045507,358.647645
전기전자_PCB 기판,심텍,2018-11-01,17921529,319.090545
전기전자_PCB 기판,심텍,2018-12-01,16847890,302.019572
전기전자_PCB 기판,심텍,2019-01-01,16208417,350.684052
전기전자_PCB 기판,심텍,2019-02-01,12752861,310.551008
전기전자_PCB 기판,심텍,2019-03-01,15662785,338.751932
전기전자_PCB 기판,심텍,2019-04-01,13786676,279.358985
전기전자_PCB 기판,심텍,2019-05-01,10243741,273.592355
전기전자_PCB 기판,심텍,2019-06-01,8607413,243.65446
전기전자_PCB 기판,심텍,2019-07-01,11258660,230.00402
전기전자_PCB 기판,심텍,2019-08-01,9587086,233.640123
전기전자_PCB 기판,심텍,2019-09-01,8031588,243.162755
전기전자_PCB 기판,심텍,2019-10-01,10435524,234.475017
전기전자_PCB 기판,심텍,2019-11-01,9898410,249.646781
전기전자_PCB 기판,심텍,2019-12-01,8321917,206.866356
전기전자_PCB 기판,심텍,2020-01-01,10532484,211.322658
전기전자_PCB 기판,심텍,2020-02-01,6542163,177.47167
전기전자_PCB 기판,심텍,2020-03-01,12254204,173.215118
전기전자_PCB 기판,심텍,2020-04-01,8651039,199.340274
전기전자_PCB 기판,심텍,2020-05-01,7352284,203.566879
